vvento,N,ang_virab,pressao,VPP
"3,5","13,73","23,97053024","0,00000000","0,4750"
"3,5","13,73","23,98291171","0,00000000","0,4750"
"3,5","13,73","23,99529318","0,00000000","0,4750"
"3,5","13,73","24,00767465","0,00000000","0,4750"
"3,5","13,73","24,02005612","0,00000000","0,4750"
"3,5","13,73","24,03243760","0,00000000","0,4750"
"3,5","13,73","24,04481907","0,00000000","0,4750"
"3,5","13,73","24,05720054","0,00000000","0,4750"
"3,5","13,73","24,06958201","0,00000000","0,4750"
"3,5","13,73","24,08196349","0,00000000","0,4750"
"3,5","13,73","24,09434496","0,00000000","0,4750"
"3,5","13,73","24,10672643","0,00000000","0,4750"
"3,5","13,73","24,11910790","0,00000000","0,4750"
"3,5","13,73","24,13148937","0,00000000","0,4750"
"3,5","13,73","24,14387085","0,00000000","0,4750"
"3,5","13,73","24,15625232","0,00000000","0,4750"
"3,5","13,73","24,16863379","0,00000000","0,4750"
"3,5","13,73","24,18101526","0,00000000","0,4750"
"3,5","13,73","24,19339674","0,00000000","0,4750"
"3,5","13,73","24,20577821","0,00000000","0,4750"
"3,5","13,73","24,21815968","0,00000000","0,4750"
"3,5","13,73","24,23054115","0,00000000","0,4750"
"3,5","13,73","24,24292262","0,00000000","0,4750"
"3,5","13,73","24,25530410","0,00000000","0,4750"
"3,5","13,73","24,26768557","0,00000000","0,4750"
"3,5","13,73","24,28006704","0,00000000","0,4750"
"3,5","13,73","24,29244851","0,00000000","0,4750"
"3,5","13,73","24,30482999","0,00000000","0,4750"
"3,5","13,73","24,31721146","0,00000000","0,4750"
"3,5","13,73","24,32959293","0,00000000","0,4750"
"3,5","13,73","24,34197440","0,00000000","0,4750"
"3,5","13,73","24,35435587","0,00000000","0,4750"
"3,5","13,73","24,36673735","0,00000000","0,4750"
"3,5","13,73","24,37911882","0,00000000","0,4750"
"3,5","13,73","24,39150029","0,00000000","0,4750"
"3,5","13,73","24,40388176","0,00000000","0,4750"
"3,5","13,73","24,41626324","0,00000000","0,4750"
"3,5","13,73","24,42864471","0,00000000","0,4750"
"3,5","13,73","24,44102618","0,00000000","0,4750"
"3,5","13,73","24,45340765","0,00000000","0,4750"
"3,5","13,73","24,46578912","0,00000000","0,4750"
"3,5","13,73","24,47817060","0,00000000","0,4750"
"3,5","13,73","24,49055207","0,00000000","0,4750"
"3,5","13,73","24,50293354","0,00000000","0,4750"
"3,5","13,73","24,51531501","0,00000000","0,4750"
"3,5","13,73","24,52769649","0,00000000","0,4750"
"3,5","13,73","24,54007796","0,00000000","0,4750"
"3,5","13,73","24,55245943","0,00000000","0,4750"
"3,5","13,73","24,56484090","0,00000000","0,4750"
"3,5","13,73","24,57722237","0,00000000","0,4750"
"3,5","13,73","24,58960385","0,00000000","0,4750"
"3,5","13,73","24,60198532","0,00000000","0,4750"
"3,5","13,73","24,61436679","0,00000000","0,4750"
"3,5","13,73","24,62674826","0,00000000","0,4750"
"3,5","13,73","24,63912974","0,00000000","0,4750"
"3,5","13,73","24,65151121","0,00000000","0,4750"
"3,5","13,73","24,66389268","0,00000000","0,4750"
"3,5","13,73","24,67627415","0,00000000","0,4750"
"3,5","13,73","24,68865562","0,00000000","0,4750"
"3,5","13,73","24,70103710","0,00000000","0,4750"
"3,5","13,73","24,71341857","0,00000000","0,4750"
"3,5","13,73","24,72580004","0,00000000","0,4750"
"3,5","13,73","24,73818151","0,00000000","0,4750"
"3,5","13,73","24,75056299","0,00000000","0,4750"
"3,5","13,73","24,76294446","0,00000000","0,4750"
"3,5","13,73","24,77532593","0,00000000","0,4750"
"3,5","13,73","24,78770740","0,00000000","0,4750"
"3,5","13,73","24,80008887","0,00003460","0,4750"
"3,5","13,73","24,81247035","0,00006920","0,4750"
"3,5","13,73","24,82485182","0,00010381","0,4750"
"3,5","13,73","24,83723329","0,00013841","0,4750"
"3,5","13,73","24,84961476","0,00017301","0,4750"
"3,5","13,73","24,86199624","0,00020761","0,4750"
"3,5","13,73","24,87437771","0,00024221","0,4750"
"3,5","13,73","24,88675918","0,00027682","0,4750"
"3,5","13,73","24,89914065","0,00031142","0,4750"
"3,5","13,73","24,91152212","0,00034602","0,4750"
"3,5","13,73","24,92390360","0,00038062","0,4750"
"3,5","13,73","24,93628507","0,00041522","0,4750"
"3,5","13,73","24,94866654","0,00044983","0,4750"
"3,5","13,73","24,96104801","0,00048443","0,4750"
"3,5","13,73","24,97342949","0,00051903","0,4750"
"3,5","13,73","24,98581096","0,00055363","0,4750"
"3,5","13,73","24,99819243","0,00058824","0,4750"
"3,5","13,73","25,01057390","0,00062284","0,4750"
"3,5","13,73","25,02295537","0,00065744","0,4750"
"3,5","13,73","25,03533685","0,00069204","0,4750"
"3,5","13,73","25,04771832","0,00072664","0,4750"
"3,5","13,73","25,06009979","0,00076125","0,4750"
"3,5","13,73","25,07248126","0,00079585","0,4750"
"3,5","13,73","25,08486274","0,00083045","0,4750"
"3,5","13,73","25,09724421","0,00086505","0,4750"
"3,5","13,73","25,10962568","0,00089965","0,4750"
"3,5","13,73","25,12200715","0,00093426","0,4750"
"3,5","13,73","25,13438862","0,00096886","0,4750"
"3,5","13,73","25,14677010","0,00100346","0,4750"
"3,5","13,73","25,15915157","0,00103806","0,4750"
"3,5","13,73","25,17153304","0,00107266","0,4750"
"3,5","13,73","25,18391451","0,00110727","0,4750"
"3,5","13,73","25,19629599","0,00114187","0,4750"
"3,5","13,73","25,20867746","0,00117647","0,4750"
"3,5","13,73","25,22105893","0,00121107","0,4750"
"3,5","13,73","25,23344040","0,00124567","0,4750"
"3,5","13,73","25,24582187","0,00128028","0,4750"
"3,5","13,73","25,25820335","0,00131488","0,4750"
"3,5","13,73","25,27058482","0,00134948","0,4750"
"3,5","13,73","25,28296629","0,00138408","0,4750"
"3,5","13,73","25,29534776","0,00141869","0,4750"
"3,5","13,73","25,30772924","0,00145329","0,4750"
"3,5","13,73","25,32011071","0,00148789","0,4750"
"3,5","13,73","25,33249218","0,00152249","0,4750"
"3,5","13,73","25,34487365","0,00155709","0,4750"
"3,5","13,73","25,35725512","0,00159170","0,4750"
"3,5","13,73","25,36963660","0,00162630","0,4750"
"3,5","13,73","25,38201807","0,00166090","0,4750"
"3,5","13,73","25,39439954","0,00169550","0,4750"
"3,5","13,73","25,40678101","0,00173010","0,4750"
"3,5","13,73","25,41916249","0,00176471","0,4750"
"3,5","13,73","25,43154396","0,00173010","0,4750"
"3,5","13,73","25,44392543","0,00169550","0,4750"
"3,5","13,73","25,45630690","0,00166090","0,4750"
"3,5","13,73","25,46868837","0,00162630","0,4750"
"3,5","13,73","25,48106985","0,00159170","0,4750"
"3,5","13,73","25,49345132","0,00155709","0,4750"
"3,5","13,73","25,50583279","0,00152249","0,4750"
"3,5","13,73","25,51821426","0,00148789","0,4750"
"3,5","13,73","25,53059574","0,00145329","0,4750"
"3,5","13,73","25,54297721","0,00141869","0,4750"
"3,5","13,73","25,55535868","0,00138408","0,4750"
"3,5","13,73","25,56774015","0,00134948","0,4750"
"3,5","13,73","25,58012163","0,00131488","0,4750"
"3,5","13,73","25,59250310","0,00128028","0,4750"
"3,5","13,73","25,60488457","0,00124567","0,4750"
"3,5","13,73","25,61726604","0,00121107","0,4750"
"3,5","13,73","25,62964751","0,00117647","0,4750"
"3,5","13,73","25,64202899","0,00114187","0,4750"
"3,5","13,73","25,65441046","0,00110727","0,4750"
"3,5","13,73","25,66679193","0,00107266","0,4750"
"3,5","13,73","25,67917340","0,00103806","0,4750"
"3,5","13,73","25,69155488","0,00100346","0,4750"
"3,5","13,73","25,70393635","0,00096886","0,4750"
"3,5","13,73","25,71631782","0,00093426","0,4750"
"3,5","13,73","25,72869929","0,00089965","0,4750"
"3,5","13,73","25,74108076","0,00086505","0,4750"
"3,5","13,73","25,75346224","0,00083045","0,4750"
"3,5","13,73","25,76584371","0,00079585","0,4750"
"3,5","13,73","25,77822518","0,00076125","0,4750"
"3,5","13,73","25,79060665","0,00072664","0,4750"
"3,5","13,73","25,80298813","0,00069204","0,4750"
"3,5","13,73","25,81536960","0,00065744","0,4750"
"3,5","13,73","25,82775107","0,00062284","0,4750"
"3,5","13,73","25,84013254","0,00058824","0,4750"
"3,5","13,73","25,85251401","0,00055363","0,4750"
"3,5","13,73","25,86489549","0,00051903","0,4750"
"3,5","13,73","25,87727696","0,00048443","0,4750"
"3,5","13,73","25,88965843","0,00044983","0,4750"
"3,5","13,73","25,90203990","0,00041522","0,4750"
"3,5","13,73","25,91442138","0,00038062","0,4750"
"3,5","13,73","25,92680285","0,00034602","0,4750"
"3,5","13,73","25,93918432","0,00031142","0,4750"
"3,5","13,73","25,95156579","0,00027682","0,4750"
"3,5","13,73","25,96394726","0,00024221","0,4750"
"3,5","13,73","25,97632874","0,00020761","0,4750"
"3,5","13,73","25,98871021","0,00017301","0,4750"
"3,5","13,73","26,00109168","0,00013841","0,4750"
"3,5","13,73","26,01347315","0,00010381","0,4750"
"3,5","13,73","26,02585463","0,00006920","0,4750"
"3,5","13,73","26,03823610","0,00003460","0,4750"
"3,5","13,73","26,05061757","0,00000000","0,4750"
"3,5","13,73","26,06299904","0,00000000","0,4750"
"3,5","13,73","26,07538051","0,00000000","0,4750"
"3,5","13,73","26,08776199","0,00000000","0,4750"
"3,5","13,73","26,10014346","0,00000000","0,4750"
"3,5","13,73","26,11252493","0,00000000","0,4750"
"3,5","13,73","26,12490640","0,00000000","0,4750"
"3,5","13,73","26,13728788","0,00000000","0,4750"
"3,5","13,73","26,14966935","0,00000000","0,4750"
"3,5","13,73","26,16205082","0,00000000","0,4750"
"3,5","13,73","26,17443229","0,00000000","0,4750"
"3,5","13,73","26,18681376","0,00000000","0,4750"
"3,5","13,73","26,19919524","0,00000000","0,4750"
"3,5","13,73","26,21157671","0,00000000","0,4750"
"3,5","13,73","26,22395818","0,00000000","0,4750"
"3,5","13,73","26,23633965","0,00000000","0,4750"
"3,5","13,73","26,24872113","0,00000000","0,4750"
"3,5","13,73","26,26110260","0,00000000","0,4750"
"3,5","13,73","26,27348407","0,00000000","0,4750"
"3,5","13,73","26,28586554","0,00000000","0,4750"
"3,5","13,73","26,29824701","0,00000000","0,4750"
"3,5","13,73","26,31062849","0,00000000","0,4750"
"3,5","13,73","26,32300996","0,00000000","0,4750"
"3,5","13,73","26,33539143","0,00000000","0,4750"
"3,5","13,73","26,34777290","0,00000000","0,4750"
"3,5","13,73","26,36015438","0,00000000","0,4750"
"3,5","13,73","26,37253585","0,00000000","0,4750"
"3,5","13,73","26,38491732","0,00000000","0,4750"
"3,5","13,73","26,39729879","0,00000000","0,4750"
"3,5","13,73","26,40968026","0,00000000","0,4750"
"3,5","13,73","26,42206174","0,00003460","0,4750"
"3,5","13,73","26,43444321","0,00013072","0,4750"
"3,5","13,73","26,44682468","0,00026528","0,4750"
"3,5","13,73","26,45920615","0,00042676","0,4750"
"3,5","13,73","26,47158763","0,00062668","0,4750"
"3,5","13,73","26,48396910","0,00094579","0,4750"
"3,5","13,73","26,49635057","0,00130334","0,4750"
"3,5","13,73","26,50873204","0,00174548","0,4750"
"3,5","13,73","26,52111351","0,00224529","0,4750"
"3,5","13,73","26,53349499","0,00284890","0,4750"
"3,5","13,73","26,54587646","0,00354095","0,4750"
"3,5","13,73","26,55825793","0,00431373","0,4750"
"3,5","13,73","26,57063940","0,00539408","0,4750"
"3,5","13,73","26,58302088","0,00655517","0,4750"
"3,5","13,73","26,59540235","0,00777778","0,4750"
"3,5","13,73","26,60778382","0,00921953","0,4750"
"3,5","13,73","26,62016529","0,01080738","0,4750"
"3,5","13,73","26,63254676","0,01254517","0,4750"
"3,5","13,73","26,64492824","0,01442138","0,4750"
"3,5","13,73","26,65730971","0,01645905","0,4750"
"3,5","13,73","26,66969118","0,01865052","0,4750"
"3,5","13,73","26,68207265","0,02101884","0,4750"
"3,5","13,73","26,69445413","0,02355248","0,4750"
"3,5","13,73","26,70683560","0,02624760","0,4750"
"3,5","13,73","26,71921707","0,02913110","0,4750"
"3,5","13,73","26,73159854","0,03220300","0,4750"
"3,5","13,73","26,74398001","0,03547866","0,4750"
"3,5","13,73","26,75636149","0,03897732","0,4750"
"3,5","13,73","26,76874296","0,04273741","0,4750"
"3,5","13,73","26,78112443","0,04673972","0,4750"
"3,5","13,73","26,79350590","0,05098424","0,4750"
"3,5","13,73","26,80588738","0,05549789","0,4750"
"3,5","13,73","26,81826885","0,06027297","0,4750"
"3,5","13,73","26,83065032","0,06533256","0,4750"
"3,5","13,73","26,84303179","0,07066128","0,4750"
"3,5","13,73","26,85541326","0,07628604","0,4750"
"3,5","13,73","26,86779474","0,08219531","0,4750"
"3,5","13,73","26,88017621","0,08837755","0,4750"
"3,5","13,73","26,89255768","0,09489812","0,4750"
"3,5","13,73","26,90493915","0,10174933","0,4750"
"3,5","13,73","26,91732063","0,10893887","0,4750"
"3,5","13,73","26,92970210","0,11647828","0,4750"
"3,5","13,73","26,94208357","0,12440215","0,4750"
"3,5","13,73","26,95446504","0,13267974","0,4750"
"3,5","13,73","26,96684651","0,14129566","0,4750"
"3,5","13,73","26,97922799","0,15028835","0,4750"
"3,5","13,73","26,99160946","0,15968089","0,4750"
"3,5","13,73","27,00399093","0,16947328","0,4750"
"3,5","13,73","27,01637240","0,17968089","0,4750"
"3,5","13,73","27,02875388","0,19033449","0,4750"
"3,5","13,73","27,04113535","0,20144175","0,4750"
"3,5","13,73","27,05351682","0,21292964","0,4750"
"3,5","13,73","27,06589829","0,22472126","0,4750"
"3,5","13,73","27,07827976","0,23688197","0,4750"
"3,5","13,73","27,09066124","0,24925029","0,4750"
"3,5","13,73","27,10304271","0,26173779","0,4750"
"3,5","13,73","27,11542418","0,27420223","0,4750"
"3,5","13,73","27,12780565","0,28684737","0,4750"
"3,5","13,73","27,14018713","0,29962707","0,4750"
"3,5","13,73","27,15256860","0,31262207","0,4750"
"3,5","13,73","27,16495007","0,32580930","0,4750"
"3,5","13,73","27,17733154","0,33918493","0,4750"
"3,5","13,73","27,18971301","0,35281046","0,4750"
"3,5","13,73","27,20209449","0,36630142","0,4750"
"3,5","13,73","27,21447596","0,38008074","0,4750"
"3,5","13,73","27,22685743","0,39418685","0,4750"
"3,5","13,73","27,23923890","0,40831219","0,4750"
"3,5","13,73","27,25162038","0,42260669","0,4750"
"3,5","13,73","27,26400185","0,43712803","0,4750"
"3,5","13,73","27,27638332","0,45189158","0,4750"
"3,5","13,73","27,28876479","0,46682814","0,4750"
"3,5","13,73","27,30114626","0,48198385","0,4750"
"3,5","13,73","27,31352774","0,49734717","0,4750"
"3,5","13,73","27,32590921","0,51293349","0,4750"
"3,5","13,73","27,33829068","0,52880046","0,4750"
"3,5","13,73","27,35067215","0,54490965","0,4750"
"3,5","13,73","27,36305363","0,56124183","0,4750"
"3,5","13,73","27,37543510","0,57773549","0,4750"
"3,5","13,73","27,38781657","0,59438293","0,4750"
"3,5","13,73","27,40019804","0,61114956","0,4750"
"3,5","13,73","27,41257951","0,62797770","0,4750"
"3,5","13,73","27,42496099","0,64494425","0,4750"
"3,5","13,73","27,43734246","0,66200308","0,4750"
"3,5","13,73","27,44972393","0,67917724","0,4750"
"3,5","13,73","27,46210540","0,69639369","0,4750"
"3,5","13,73","27,47448688","0,71369858","0,4750"
"3,5","13,73","27,48686835","0,73106498","0,4750"
"3,5","13,73","27,49924982","0,74850442","0,4750"
"3,5","13,73","27,51163129","0,76603614","0,4750"
"3,5","13,73","27,52401276","0,78352557","0,4750"
"3,5","13,73","27,53639424","0,80099193","0,4750"
"3,5","13,73","27,54877571","0,81844675","0,4750"
"3,5","13,73","27,56115718","0,83589773","0,4750"
"3,5","13,73","27,57353865","0,85324875","0,4750"
"3,5","13,73","27,58592013","0,87060746","0,4750"
"3,5","13,73","27,59830160","0,88795079","0,4750"
"3,5","13,73","27,61068307","0,90522107","0,4750"
"3,5","13,73","27,62306454","0,92236832","0,4750"
"3,5","13,73","27,63544602","0,93940408","0,4750"
"3,5","13,73","27,64782749","0,95628604","0,4750"
"3,5","13,73","27,66020896","0,97295271","0,4750"
"3,5","13,73","27,67259043","0,98935794","0,4750"
"3,5","13,73","27,68497190","1,00560169","0,4750"
"3,5","13,73","27,69735338","1,02174164","0,4750"
"3,5","13,73","27,70973485","1,03770473","0,4750"
"3,5","13,73","27,72211632","1,05384852","0,4750"
"3,5","13,73","27,73449779","1,07034602","0,4750"
"3,5","13,73","27,74687927","1,08718570","0,4750"
"3,5","13,73","27,75926074","1,10423299","0,4750"
"3,5","13,73","27,77164221","1,12145329","0,4750"
"3,5","13,73","27,78402368","1,13874664","0,4750"
"3,5","13,73","27,79640515","1,15601692","0,4750"
"3,5","13,73","27,80878663","1,17332949","0,4750"
"3,5","13,73","27,82116810","1,19056517","0,4750"
"3,5","13,73","27,83354957","1,20783545","0,4750"
"3,5","13,73","27,84593104","1,22499039","0,4750"
"3,5","13,73","27,85831252","1,24202230","0,4750"
"3,5","13,73","27,87069399","1,25900038","0,4750"
"3,5","13,73","27,88307546","1,27584006","0,4750"
"3,5","13,73","27,89545693","1,29244906","0,4750"
"3,5","13,73","27,90783840","1,30879277","0,4750"
"3,5","13,73","27,92021988","1,32494041","0,4750"
"3,5","13,73","27,93260135","1,34080354","0,4750"
"3,5","13,73","27,94498282","1,35616301","0,4750"
"3,5","13,73","27,95736429","1,37118032","0,4750"
"3,5","13,73","27,96974577","1,38574010","0,4750"
"3,5","13,73","27,98212724","1,39985390","0,4750"
"3,5","13,73","27,99450871","1,41352172","0,4750"
"3,5","13,73","28,00689018","1,42687812","0,4750"
"3,5","13,73","28,01927165","1,43985006","0,4750"
"3,5","13,73","28,03165313","1,45230296","0,4750"
"3,5","13,73","28,04403460","1,46437140","0,4750"
"3,5","13,73","28,05641607","1,47585928","0,4750"
"3,5","13,73","28,06879754","1,48680507","0,4750"
"3,5","13,73","28,08117902","1,49721646","0,4750"
"3,5","13,73","28,09356049","1,50710111","0,4750"
"3,5","13,73","28,10594196","1,51642830","0,4750"
"3,5","13,73","28,11832343","1,52518262","0,4750"
"3,5","13,73","28,13070490","1,53334871","0,4750"
"3,5","13,73","28,14308638","1,54087659","0,4750"
"3,5","13,73","28,15546785","1,54782776","0,4750"
"3,5","13,73","28,16784932","1,55419454","0,4750"
"3,5","13,73","28,18023079","1,55988466","0,4750"
"3,5","13,73","28,19261227","1,56483660","0,4750"
"3,5","13,73","28,20499374","1,56911957","0,4750"
"3,5","13,73","28,21737521","1,57262591","0,4750"
"3,5","13,73","28,22975668","1,57539792","0,4750"
"3,5","13,73","28,24213815","1,57743560","0,4750"
"3,5","13,73","28,25451963","1,57874279","0,4750"
"3,5","13,73","28,26690110","1,57927720","0,4750"
"3,5","13,73","28,27928257","1,57905805","0,4750"
"3,5","13,73","28,29166404","1,57811995","0,4750"
"3,5","13,73","28,30404552","1,57652441","0,4750"
"3,5","13,73","28,31642699","1,57412918","0,4750"
"3,5","13,73","28,32880846","1,57089581","0,4750"
"3,5","13,73","28,34118993","1,56686659","0,4750"
"3,5","13,73","28,35357140","1,56184544","0,4750"
"3,5","13,73","28,36595288","1,55574779","0,4750"
"3,5","13,73","28,37833435","1,54864667","0,4750"
"3,5","13,73","28,39071582","1,54053441","0,4750"
"3,5","13,73","28,40309729","1,53141484","0,4750"
"3,5","13,73","28,41547877","1,52134564","0,4750"
"3,5","13,73","28,42786024","1,51036909","0,4750"
"3,5","13,73","28,44024171","1,49847751","0,4750"
"3,5","13,73","28,45262318","1,48573626","0,4750"
"3,5","13,73","28,46500465","1,47214917","0,4750"
"3,5","13,73","28,47738613","1,45765475","0,4750"
"3,5","13,73","28,48976760","1,44220684","0,4750"
"3,5","13,73","28,50214907","1,42595540","0,4750"
"3,5","13,73","28,51453054","1,40891965","0,4750"
"3,5","13,73","28,52691202","1,39106498","0,4750"
"3,5","13,73","28,53929349","1,37246059","0,4750"
"3,5","13,73","28,55167496","1,35309881","0,4750"
"3,5","13,73","28,56405643","1,33303345","0,4750"
"3,5","13,73","28,57643790","1,31264514","0,4750"
"3,5","13,73","28,58881938","1,29161092","0,4750"
"3,5","13,73","28,60120085","1,27000384","0,4750"
"3,5","13,73","28,61358232","1,24780854","0,4750"
"3,5","13,73","28,62596379","1,22508266","0,4750"
"3,5","13,73","28,63834527","1,20168012","0,4750"
"3,5","13,73","28,65072674","1,17769319","0,4750"
"3,5","13,73","28,66310821","1,15334102","0,4750"
"3,5","13,73","28,67548968","1,12860438","0,4750"
"3,5","13,73","28,68787115","1,10364475","0,4750"
"3,5","13,73","28,70025263","1,07841599","0,4750"
"3,5","13,73","28,71263410","1,05286428","0,4750"
"3,5","13,73","28,72501557","1,02710111","0,4750"
"3,5","13,73","28,73739704","1,00111111","0,4750"
"3,5","13,73","28,74977852","0,97489812","0,4750"
"3,5","13,73","28,76215999","0,94850442","0,4750"
"3,5","13,73","28,77454146","0,92201845","0,4750"
"3,5","13,73","28,78692293","0,89545944","0,4750"
"3,5","13,73","28,79930440","0,86881584","0,4750"
"3,5","13,73","28,81168588","0,84220684","0,4750"
"3,5","13,73","28,82406735","0,81568627","0,4750"
"3,5","13,73","28,83644882","0,78926567","0,4750"
"3,5","13,73","28,84883029","0,76296040","0,4750"
"3,5","13,73","28,86121177","0,73681661","0,4750"
"3,5","13,73","28,87359324","0,71085352","0,4750"
"3,5","13,73","28,88597471","0,68512111","0,4750"
"3,5","13,73","28,89835618","0,65966936","0,4750"
"3,5","13,73","28,91073765","0,63452518","0,4750"
"3,5","13,73","28,92311913","0,60968089","0,4750"
"3,5","13,73","28,93550060","0,58512111","0,4750"
"3,5","13,73","28,94788207","0,56094963","0,4750"
"3,5","13,73","28,96026354","0,53724337","0,4750"
"3,5","13,73","28,97264502","0,51399077","0,4750"
"3,5","13,73","28,98502649","0,49121492","0,4750"
"3,5","13,73","28,99740796","0,46886198","0,4750"
"3,5","13,73","29,00978943","0,44698577","0,4750"
"3,5","13,73","29,02217090","0,42559400","0,4750"
"3,5","13,73","29,03455238","0,40473664","0,4750"
"3,5","13,73","29,04693385","0,38440984","0,4750"
"3,5","13,73","29,05931532","0,36467897","0,4750"
"3,5","13,73","29,07169679","0,34545559","0,4750"
"3,5","13,73","29,08407827","0,32675894","0,4750"
"3,5","13,73","29,09645974","0,30865052","0,4750"
"3,5","13,73","29,10884121","0,29114571","0,4750"
"3,5","13,73","29,12122268","0,27430219","0,4750"
"3,5","13,73","29,13360415","0,25805459","0,4750"
"3,5","13,73","29,14598563","0,24238370","0,4750"
"3,5","13,73","29,15836710","0,22738562","0,4750"
"3,5","13,73","29,17074857","0,21302191","0,4750"
"3,5","13,73","29,18313004","0,19926182","0,4750"
"3,5","13,73","29,19551152","0,18611688","0,4750"
"3,5","13,73","29,20789299","0,17341407","0,4750"
"3,5","13,73","29,22027446","0,16131103","0,4750"
"3,5","13,73","29,23265593","0,14979623","0,4750"
"3,5","13,73","29,24503740","0,13888504","0,4750"
"3,5","13,73","29,25741888","0,12853902","0,4750"
"3,5","13,73","29,26980035","0,11881584","0,4750"
"3,5","13,73","29,28218182","0,10968474","0,4750"
"3,5","13,73","29,29456329","0,10108420","0,4750"
"3,5","13,73","29,30694477","0,09294887","0,4750"
"3,5","13,73","29,31932624","0,08523645","0,4750"
"3,5","13,73","29,33170771","0,07797386","0,4750"
"3,5","13,73","29,34408918","0,07119185","0,4750"
"3,5","13,73","29,35647065","0,06482122","0,4750"
"3,5","13,73","29,36885213","0,05887735","0,4750"
"3,5","13,73","29,38123360","0,05337178","0,4750"
"3,5","13,73","29,39361507","0,04827759","0,4750"
"3,5","13,73","29,40599654","0,04354864","0,4750"
"3,5","13,73","29,41837802","0,03917339","0,4750"
"3,5","13,73","29,43075949","0,03515955","0,4750"
"3,5","13,73","29,44314096","0,03146098","0,4750"
"3,5","13,73","29,45552243","0,02806613","0,4750"
"3,5","13,73","29,46790390","0,02499423","0,4750"
"3,5","13,73","29,48028538","0,02222222","0,4750"
"3,5","13,73","29,49266685","0,01970012","0,4750"
"3,5","13,73","29,50504832","0,01742791","0,4750"
"3,5","13,73","29,51742979","0,01537870","0,4750"
"3,5","13,73","29,52981127","0,01353326","0,4750"
"3,5","13,73","29,54219274","0,01187236","0,4750"
"3,5","13,73","29,55457421","0,01039985","0,4750"
"3,5","13,73","29,56695568","0,00910804","0,4750"
"3,5","13,73","29,57933715","0,00797386","0,4750"
"3,5","13,73","29,59171863","0,00695117","0,4750"
"3,5","13,73","29,60410010","0,00603998","0,4750"
"3,5","13,73","29,61648157","0,00522876","0,4750"
"3,5","13,73","29,62886304","0,00455978","0,4750"
"3,5","13,73","29,64124452","0,00397924","0,4750"
"3,5","13,73","29,65362599","0,00349865","0,4750"
"3,5","13,73","29,66600746","0,00309881","0,4750"
"3,5","13,73","29,67838893","0,00277201","0,4750"
"3,5","13,73","29,69077041","0,00248366","0,4750"
"3,5","13,73","29,70315188","0,00228374","0,4750"
"3,5","13,73","29,71553335","0,00215302","0,4750"
"3,5","13,73","29,72791482","0,00207228","0,4750"
"3,5","13,73","29,74029629","0,00204152","0,4750"
"3,5","13,73","29,75267777","0,00203768","0,4750"
"3,5","13,73","29,76505924","0,00205690","0,4750"
"3,5","13,73","29,77744071","0,00210688","0,4750"
"3,5","13,73","29,78982218","0,00215686","0,4750"
"3,5","13,73","29,80220366","0,00220684","0,4750"
"3,5","13,73","29,81458513","0,00227220","0,4750"
"3,5","13,73","29,82696660","0,00233756","0,4750"
"3,5","13,73","29,83934807","0,00240292","0,4750"
"3,5","13,73","29,85172954","0,00246828","0,4750"
"3,5","13,73","29,86411102","0,00253364","0,4750"
"3,5","13,73","29,87649249","0,00259900","0,4750"
"3,5","13,73","29,88887396","0,00266436","0,4750"
"3,5","13,73","29,90125543","0,00272972","0,4750"
"3,5","13,73","29,91363691","0,00279508","0,4750"
"3,5","13,73","29,92601838","0,00280661","0,4750"
"3,5","13,73","29,93839985","0,00281815","0,4750"
"3,5","13,73","29,95078132","0,00282968","0,4750"
"3,5","13,73","29,96316279","0,00284121","0,4750"
"3,5","13,73","29,97554427","0,00285275","0,4750"
"3,5","13,73","29,98792574","0,00286428","0,4750"
"3,5","13,73","30,00030721","0,00287582","0,4750"
"3,5","13,73","30,01268868","0,00288735","0,4750"
"3,5","13,73","30,02507016","0,00293733","0,4750"
"3,5","13,73","30,03745163","0,00298731","0,4750"
"3,5","13,73","30,04983310","0,00303729","0,4750"
"3,5","13,73","30,06221457","0,00308727","0,4750"
"3,5","13,73","30,07459604","0,00313725","0,4750"
"3,5","13,73","30,08697752","0,00318724","0,4750"
"3,5","13,73","30,09935899","0,00316032","0,4750"
"3,5","13,73","30,11174046","0,00313341","0,4750"
"3,5","13,73","30,12412193","0,00310650","0,4750"
"3,5","13,73","30,13650341","0,00307958","0,4750"
"3,5","13,73","30,14888488","0,00305267","0,4750"
"3,5","13,73","30,16126635","0,00302576","0,4750"
"3,5","13,73","30,17364782","0,00299885","0,4750"
"3,5","13,73","30,18602929","0,00297193","0,4750"
"3,5","13,73","30,19841077","0,00294502","0,4750"
"3,5","13,73","30,21079224","0,00291811","0,4750"
"3,5","13,73","30,22317371","0,00289120","0,4750"
"3,5","13,73","30,23555518","0,00286428","0,4750"
"3,5","13,73","30,24793666","0,00283737","0,4750"
"3,5","13,73","30,26031813","0,00281046","0,4750"
"3,5","13,73","30,27269960","0,00278354","0,4750"
"3,5","13,73","30,28508107","0,00275663","0,4750"
"3,5","13,73","30,29746254","0,00272972","0,4750"
"3,5","13,73","30,30984402","0,00270281","0,4750"
"3,5","13,73","30,32222549","0,00267589","0,4750"
"3,5","13,73","30,33460696","0,00264898","0,4750"
"3,5","13,73","30,34698843","0,00262207","0,4750"
"3,5","13,73","30,35936991","0,00259516","0,4750"
