vvento,N,ang_virab,pressao,VPP
"3,5","17,37","2,76443188","0,98435102","0,6009"
"3,5","17,37","2,77994755","0,99144490","0,6009"
"3,5","17,37","2,79546322","0,99768980","0,6009"
"3,5","17,37","2,81097889","1,00313469","0,6009"
"3,5","17,37","2,82649456","1,00775510","0,6009"
"3,5","17,37","2,84201023","1,01145306","0,6009"
"3,5","17,37","2,85752590","1,01454694","0,6009"
"3,5","17,37","2,87304157","1,01720000","0,6009"
"3,5","17,37","2,88855724","1,01888163","0,6009"
"3,5","17,37","2,90407291","1,01961633","0,6009"
"3,5","17,37","2,91958858","1,01933878","0,6009"
"3,5","17,37","2,93510424","1,01801633","0,6009"
"3,5","17,37","2,95061991","1,01538776","0,6009"
"3,5","17,37","2,96613558","1,01186939","0,6009"
"3,5","17,37","2,98165125","1,00755102","0,6009"
"3,5","17,37","2,99716692","1,00214694","0,6009"
"3,5","17,37","3,01268259","0,99562449","0,6009"
"3,5","17,37","3,02819826","0,98780408","0,6009"
"3,5","17,37","3,04371393","0,97904490","0,6009"
"3,5","17,37","3,05922960","0,96918367","0,6009"
"3,5","17,37","3,07474527","0,95813061","0,6009"
"3,5","17,37","3,09026094","0,94597551","0,6009"
"3,5","17,37","3,10577660","0,93280816","0,6009"
"3,5","17,37","3,12129227","0,91866939","0,6009"
"3,5","17,37","3,13680794","0,90356735","0,6009"
"3,5","17,37","3,15232361","0,88741224","0,6009"
"3,5","17,37","3,16783928","0,87046531","0,6009"
"3,5","17,37","3,18335495","0,85268571","0,6009"
"3,5","17,37","3,19887062","0,83426939","0,6009"
"3,5","17,37","3,21438629","0,81527347","0,6009"
"3,5","17,37","3,22990196","0,79595918","0,6009"
"3,5","17,37","3,24541763","0,77591020","0,6009"
"3,5","17,37","3,26093330","0,75519184","0,6009"
"3,5","17,37","3,27644897","0,73376327","0,6009"
"3,5","17,37","3,29196463","0,71177143","0,6009"
"3,5","17,37","3,30748030","0,68928980","0,6009"
"3,5","17,37","3,32299597","0,66652245","0,6009"
"3,5","17,37","3,33851164","0,64351837","0,6009"
"3,5","17,37","3,35402731","0,62027755","0,6009"
"3,5","17,37","3,36954298","0,59681633","0,6009"
"3,5","17,37","3,38505865","0,57334694","0,6009"
"3,5","17,37","3,40057432","0,54957551","0,6009"
"3,5","17,37","3,41608999","0,52580408","0,6009"
"3,5","17,37","3,43160566","0,50211429","0,6009"
"3,5","17,37","3,44712133","0,47853061","0,6009"
"3,5","17,37","3,46263700","0,45504490","0,6009"
"3,5","17,37","3,47815266","0,43187755","0,6009"
"3,5","17,37","3,49366833","0,40906939","0,6009"
"3,5","17,37","3,50918400","0,38648163","0,6009"
"3,5","17,37","3,52469967","0,36398367","0,6009"
"3,5","17,37","3,54021534","0,34221224","0,6009"
"3,5","17,37","3,55573101","0,32130612","0,6009"
"3,5","17,37","3,57124668","0,30132245","0,6009"
"3,5","17,37","3,58676235","0,28185306","0,6009"
"3,5","17,37","3,60227802","0,26314286","0,6009"
"3,5","17,37","3,61779369","0,24523265","0,6009"
"3,5","17,37","3,63330936","0,22800816","0,6009"
"3,5","17,37","3,64882502","0,21143673","0,6009"
"3,5","17,37","3,66434069","0,19560000","0,6009"
"3,5","17,37","3,67985636","0,18048163","0,6009"
"3,5","17,37","3,69537203","0,16622041","0,6009"
"3,5","17,37","3,71088770","0,15268571","0,6009"
"3,5","17,37","3,72640337","0,13986122","0,6009"
"3,5","17,37","3,74191904","0,12777143","0,6009"
"3,5","17,37","3,75743471","0,11628571","0,6009"
"3,5","17,37","3,77295038","0,10524082","0,6009"
"3,5","17,37","3,78846605","0,09491429","0,6009"
"3,5","17,37","3,80398172","0,08532245","0,6009"
"3,5","17,37","3,81949739","0,07647347","0,6009"
"3,5","17,37","3,83501305","0,06831837","0,6009"
"3,5","17,37","3,85052872","0,06082449","0,6009"
"3,5","17,37","3,86604439","0,05395102","0,6009"
"3,5","17,37","3,88156006","0,04764082","0,6009"
"3,5","17,37","3,89707573","0,04188571","0,6009"
"3,5","17,37","3,91259140","0,03668571","0,6009"
"3,5","17,37","3,92810707","0,03194286","0,6009"
"3,5","17,37","3,94362274","0,02776327","0,6009"
"3,5","17,37","3,95913841","0,02400816","0,6009"
"3,5","17,37","3,97465408","0,02068571","0,6009"
"3,5","17,37","3,99016975","0,01776327","0,6009"
"3,5","17,37","4,00568541","0,01525714","0,6009"
"3,5","17,37","4,02120108","0,01304490","0,6009"
"3,5","17,37","4,03671675","0,01112653","0,6009"
"3,5","17,37","4,05223242","0,00954286","0,6009"
"3,5","17,37","4,06774809","0,00835102","0,6009"
"3,5","17,37","4,08326376","0,00724082","0,6009"
"3,5","17,37","4,09877943","0,00614694","0,6009"
"3,5","17,37","4,11429510","0,00506939","0,6009"
"3,5","17,37","4,12981077","0,00421224","0,6009"
"3,5","17,37","4,14532644","0,00342857","0,6009"
"3,5","17,37","4,16084211","0,00272653","0,6009"
"3,5","17,37","4,17635778","0,00214694","0,6009"
"3,5","17,37","4,19187344","0,00167347","0,6009"
"3,5","17,37","4,20738911","0,00126531","0,6009"
"3,5","17,37","4,22290478","0,00093878","0,6009"
"3,5","17,37","4,23842045","0,00064490","0,6009"
"3,5","17,37","4,25393612","0,00040816","0,6009"
"3,5","17,37","4,26945179","0,00022857","0,6009"
"3,5","17,37","4,28496746","0,00007347","0,6009"
"3,5","17,37","4,30048313","0,00000816","0,6009"
"3,5","20,09","1,80579266","0,00003781","0,6950"
"3,5","20,09","1,82459136","0,00020794","0,6950"
"3,5","20,09","1,84339006","0,00045369","0,6950"
"3,5","20,09","1,86218876","0,00081285","0,6950"
"3,5","20,09","1,88098745","0,00139887","0,6950"
"3,5","20,09","1,89978615","0,00217391","0,6950"
"3,5","20,09","1,91858485","0,00304348","0,6950"
"3,5","20,09","1,93738355","0,00404537","0,6950"
"3,5","20,09","1,95618225","0,00531191","0,6950"
"3,5","20,09","1,97498094","0,00676749","0,6950"
"3,5","20,09","1,99377964","0,00860113","0,6950"
"3,5","20,09","2,01257834","0,01071834","0,6950"
"3,5","20,09","2,03137704","0,01323251","0,6950"
"3,5","20,09","2,05017573","0,01629490","0,6950"
"3,5","20,09","2,06897443","0,01984877","0,6950"
"3,5","20,09","2,08777313","0,02383743","0,6950"
"3,5","20,09","2,10657183","0,02835539","0,6950"
"3,5","20,09","2,12537053","0,03336484","0,6950"
"3,5","20,09","2,14416922","0,03886578","0,6950"
"3,5","20,09","2,16296792","0,04502836","0,6950"
"3,5","20,09","2,18176662","0,05189036","0,6950"
"3,5","20,09","2,20056532","0,05950851","0,6950"
"3,5","20,09","2,21936401","0,06788280","0,6950"
"3,5","20,09","2,23816271","0,07705104","0,6950"
"3,5","20,09","2,25696141","0,08661626","0,6950"
"3,5","20,09","2,27576011","0,09674858","0,6950"
"3,5","20,09","2,29455881","0,10739130","0,6950"
"3,5","20,09","2,31335750","0,11850662","0,6950"
"3,5","20,09","2,33215620","0,13005671","0,6950"
"3,5","20,09","2,35095490","0,14232514","0,6950"
"3,5","20,09","2,36975360","0,15514178","0,6950"
"3,5","20,09","2,38855229","0,16824197","0,6950"
"3,5","20,09","2,40735099","0,18183365","0,6950"
"3,5","20,09","2,42614969","0,19553875","0,6950"
"3,5","20,09","2,44494839","0,20960302","0,6950"
"3,5","20,09","2,46374708","0,22378072","0,6950"
"3,5","20,09","2,48254578","0,23778828","0,6950"
"3,5","20,09","2,50134448","0,25168242","0,6950"
"3,5","20,09","2,52014318","0,26557656","0,6950"
"3,5","20,09","2,53894188","0,27937618","0,6950"
"3,5","20,09","2,55774057","0,29310019","0,6950"
"3,5","20,09","2,57653927","0,30672968","0,6950"
"3,5","20,09","2,59533797","0,31996219","0,6950"
"3,5","20,09","2,61413667","0,33270321","0,6950"
"3,5","20,09","2,63293536","0,34478261","0,6950"
"3,5","20,09","2,65173406","0,35635161","0,6950"
"3,5","20,09","2,67053276","0,36720227","0,6950"
"3,5","20,09","2,68933146","0,37767486","0,6950"
"3,5","20,09","2,70813016","0,38733459","0,6950"
"3,5","20,09","2,72692885","0,39629490","0,6950"
"3,5","20,09","2,74572755","0,40455577","0,6950"
"3,5","20,09","2,76452625","0,41211720","0,6950"
"3,5","20,09","2,78332495","0,41882798","0,6950"
"3,5","20,09","2,80212364","0,42495274","0,6950"
"3,5","20,09","2,82092234","0,43034026","0,6950"
"3,5","20,09","2,83972104","0,43510397","0,6950"
"3,5","20,09","2,85851974","0,43930057","0,6950"
"3,5","20,09","2,87731844","0,44262760","0,6950"
"3,5","20,09","2,89611713","0,44529301","0,6950"
"3,5","20,09","2,91491583","0,44752363","0,6950"
"3,5","20,09","2,93371453","0,44930057","0,6950"
"3,5","20,09","2,95251323","0,45034026","0,6950"
"3,5","20,09","2,97131192","0,45005671","0,6950"
"3,5","20,09","2,99011062","0,44918715","0,6950"
"3,5","20,09","3,00890932","0,44767486","0,6950"
"3,5","20,09","3,02770802","0,44567108","0,6950"
"3,5","20,09","3,04650672","0,44328922","0,6950"
"3,5","20,09","3,06530541","0,44054820","0,6950"
"3,5","20,09","3,08410411","0,43701323","0,6950"
"3,5","20,09","3,10290281","0,43283554","0,6950"
"3,5","20,09","3,12170151","0,42797732","0,6950"
"3,5","20,09","3,14050020","0,42298677","0,6950"
"3,5","20,09","3,15929890","0,41771267","0,6950"
"3,5","20,09","3,17809760","0,41155009","0,6950"
"3,5","20,09","3,19689630","0,40482042","0,6950"
"3,5","20,09","3,21569500","0,39727788","0,6950"
"3,5","20,09","3,23449369","0,38875236","0,6950"
"3,5","20,09","3,25329239","0,37990548","0,6950"
"3,5","20,09","3,27209109","0,37015123","0,6950"
"3,5","20,09","3,29088979","0,35969754","0,6950"
"3,5","20,09","3,30968848","0,34877127","0,6950"
"3,5","20,09","3,32848718","0,33775047","0,6950"
"3,5","20,09","3,34728588","0,32591682","0,6950"
"3,5","20,09","3,36608458","0,31336484","0,6950"
"3,5","20,09","3,38488328","0,30054820","0,6950"
"3,5","20,09","3,40368197","0,28854442","0,6950"
"3,5","20,09","3,42248067","0,27597353","0,6950"
"3,5","20,09","3,44127937","0,26300567","0,6950"
"3,5","20,09","3,46007807","0,24956522","0,6950"
"3,5","20,09","3,47887676","0,23555766","0,6950"
"3,5","20,09","3,49767546","0,22122873","0,6950"
"3,5","20,09","3,51647416","0,20699433","0,6950"
"3,5","20,09","3,53527286","0,19283554","0,6950"
"3,5","20,09","3,55407156","0,17892250","0,6950"
"3,5","20,09","3,57287025","0,16506616","0,6950"
"3,5","20,09","3,59166895","0,15126654","0,6950"
"3,5","20,09","3,61046765","0,13831758","0,6950"
"3,5","20,09","3,62926635","0,12591682","0,6950"
"3,5","20,09","3,64806504","0,11434783","0,6950"
"3,5","20,09","3,66686374","0,10364839","0,6950"
"3,5","20,09","3,68566244","0,09334594","0,6950"
"3,5","20,09","3,70446114","0,08381853","0,6950"
"3,5","20,09","3,72325983","0,07504726","0,6950"
"3,5","20,09","3,74205853","0,06697543","0,6950"
"3,5","20,09","3,76085723","0,05863894","0,6950"
"3,5","20,09","3,77965593","0,05117202","0,6950"
"3,5","20,09","3,79845463","0,04449905","0,6950"
"3,5","20,09","3,81725332","0,03839319","0,6950"
"3,5","20,09","3,83605202","0,03236295","0,6950"
"3,5","20,09","3,85485072","0,02706994","0,6950"
"3,5","20,09","3,87364942","0,02241966","0,6950"
"3,5","20,09","3,89244811","0,01846881","0,6950"
"3,5","20,09","3,91124681","0,01525520","0,6950"
"3,5","20,09","3,93004551","0,01262760","0,6950"
"3,5","20,09","3,94884421","0,01045369","0,6950"
"3,5","20,09","3,96764291","0,00873346","0,6950"
"3,5","20,09","3,98644160","0,00729679","0,6950"
"3,5","20,09","4,00524030","0,00610586","0,6950"
"3,5","20,09","4,02403900","0,00521739","0,6950"
"3,5","20,09","4,04283770","0,00436673","0,6950"
"3,5","20,09","4,06163639","0,00361059","0,6950"
"3,5","20,09","4,08043509","0,00287335","0,6950"
"3,5","20,09","4,09923379","0,00215501","0,6950"
"3,5","20,09","4,11803249","0,00155009","0,6950"
"3,5","20,09","4,13683119","0,00102079","0,6950"
"3,5","20,09","4,15562988","0,00051040","0,6950"
"3,5","22,12","1,52844806","0,00002163","0,7652"
"3,5","22,12","1,54914774","0,00004327","0,7652"
"3,5","22,12","1,56984742","0,00010276","0,7652"
"3,5","22,12","1,59054710","0,00016225","0,7652"
"3,5","22,12","1,61124678","0,00022174","0,7652"
"3,5","22,12","1,63194646","0,00040562","0,7652"
"3,5","22,12","1,65264614","0,00064359","0,7652"
"3,5","22,12","1,67334583","0,00091942","0,7652"
"3,5","22,12","1,69404551","0,00119524","0,7652"
"3,5","22,12","1,71474519","0,00147107","0,7652"
"3,5","22,12","1,73544487","0,00184424","0,7652"
"3,5","22,12","1,75614455","0,00226609","0,7652"
"3,5","22,12","1,77684423","0,00274202","0,7652"
"3,5","22,12","1,79754391","0,00328826","0,7652"
"3,5","22,12","1,81824359","0,00396431","0,7652"
"3,5","22,12","1,83894327","0,00474851","0,7652"
"3,5","22,12","1,85964296","0,00563007","0,7652"
"3,5","22,12","1,88034264","0,00665765","0,7652"
"3,5","22,12","1,90104232","0,00785289","0,7652"
"3,5","22,12","1,92174200","0,00918875","0,7652"
"3,5","22,12","1,94244168","0,01078962","0,7652"
"3,5","22,12","1,96314136","0,01276366","0,7652"
"3,5","22,12","1,98384104","0,01473770","0,7652"
"3,5","22,12","2,00454072","0,01671174","0,7652"
"3,5","22,12","2,02524040","0,01885343","0,7652"
"3,5","22,12","2,04594009","0,02131963","0,7652"
"3,5","22,12","2,06663977","0,02393726","0,7652"
"3,5","22,12","2,08733945","0,02678745","0,7652"
"3,5","22,12","2,10803913","0,02989724","0,7652"
"3,5","22,12","2,12873881","0,03308275","0,7652"
"3,5","22,12","2,14943849","0,03647377","0,7652"
"3,5","22,12","2,17013817","0,03991347","0,7652"
"3,5","22,12","2,19083785","0,04354246","0,7652"
"3,5","22,12","2,21153753","0,04749594","0,7652"
"3,5","22,12","2,23223722","0,05179016","0,7652"
"3,5","22,12","2,25293690","0,05616009","0,7652"
"3,5","22,12","2,27363658","0,06064359","0,7652"
"3,5","22,12","2,29433626","0,06512710","0,7652"
"3,5","22,12","2,31503594","0,06985938","0,7652"
"3,5","22,12","2,33573562","0,07507842","0,7652"
"3,5","22,12","2,35643530","0,08030287","0,7652"
"3,5","22,12","2,37713498","0,08552731","0,7652"
"3,5","22,12","2,39783467","0,09081666","0,7652"
"3,5","22,12","2,41853435","0,09606274","0,7652"
"3,5","22,12","2,43923403","0,10130882","0,7652"
"3,5","22,12","2,45993371","0,10657653","0,7652"
"3,5","22,12","2,48063339","0,11195241","0,7652"
"3,5","22,12","2,50133307","0,11742564","0,7652"
"3,5","22,12","2,52203275","0,12276906","0,7652"
"3,5","22,12","2,54273243","0,12800433","0,7652"
"3,5","22,12","2,56343211","0,13351541","0,7652"
"3,5","22,12","2,58413180","0,13903191","0,7652"
"3,5","22,12","2,60483148","0,14454840","0,7652"
"3,5","22,12","2,62553116","0,14987020","0,7652"
"3,5","22,12","2,64623084","0,15512169","0,7652"
"3,5","22,12","2,66693052","0,16026501","0,7652"
"3,5","22,12","2,68763020","0,16526771","0,7652"
"3,5","22,12","2,70832988","0,17001082","0,7652"
"3,5","22,12","2,72902956","0,17454300","0,7652"
"3,5","22,12","2,74972924","0,17888048","0,7652"
"3,5","22,12","2,77042893","0,18292591","0,7652"
"3,5","22,12","2,79112861","0,18663602","0,7652"
"3,5","22,12","2,81182829","0,19006490","0,7652"
"3,5","22,12","2,83252797","0,19296376","0,7652"
"3,5","22,12","2,85322765","0,19511628","0,7652"
"3,5","22,12","2,87392733","0,19726879","0,7652"
"3,5","22,12","2,89462701","0,19942131","0,7652"
"3,5","22,12","2,91532669","0,20123851","0,7652"
"3,5","22,12","2,93602637","0,20240671","0,7652"
"3,5","22,12","2,95672606","0,20327204","0,7652"
"3,5","22,12","2,97742574","0,20367226","0,7652"
"3,5","22,12","2,99812542","0,20355327","0,7652"
"3,5","22,12","3,01882510","0,20328286","0,7652"
"3,5","22,12","3,03952478","0,20260141","0,7652"
"3,5","22,12","3,06022446","0,20182261","0,7652"
"3,5","22,12","3,08092414","0,20066522","0,7652"
"3,5","22,12","3,10162382","0,19885884","0,7652"
"3,5","22,12","3,12232350","0,19637101","0,7652"
"3,5","22,12","3,14302319","0,19373175","0,7652"
"3,5","22,12","3,16372287","0,19086533","0,7652"
"3,5","22,12","3,18442255","0,18799892","0,7652"
"3,5","22,12","3,20512223","0,18463494","0,7652"
"3,5","22,12","3,22582191","0,18029746","0,7652"
"3,5","22,12","3,24652159","0,17594916","0,7652"
"3,5","22,12","3,26722127","0,17160087","0,7652"
"3,5","22,12","3,28792095","0,16712277","0,7652"
"3,5","22,12","3,30862063","0,16266631","0,7652"
"3,5","22,12","3,32932032","0,15820984","0,7652"
"3,5","22,12","3,35002000","0,15359654","0,7652"
"3,5","22,12","3,37071968","0,14876690","0,7652"
"3,5","22,12","3,39141936","0,14374256","0,7652"
"3,5","22,12","3,41211904","0,13860465","0,7652"
"3,5","22,12","3,43281872","0,13352082","0,7652"
"3,5","22,12","3,45351840","0,12777177","0,7652"
"3,5","22,12","3,47421808","0,12201190","0,7652"
"3,5","22,12","3,49491776","0,11625203","0,7652"
"3,5","22,12","3,51561745","0,11058951","0,7652"
"3,5","22,12","3,53631713","0,10492158","0,7652"
"3,5","22,12","3,55701681","0,09930773","0,7652"
"3,5","22,12","3,57771649","0,09376420","0,7652"
"3,5","22,12","3,59841617","0,08835046","0,7652"
"3,5","22,12","3,61911585","0,08303407","0,7652"
"3,5","22,12","3,63981553","0,07781504","0,7652"
"3,5","22,12","3,66051521","0,07274202","0,7652"
"3,5","22,12","3,68121489","0,06783667","0,7652"
"3,5","22,12","3,70191458","0,06307193","0,7652"
"3,5","22,12","3,72261426","0,05857220","0,7652"
"3,5","22,12","3,74331394","0,05444565","0,7652"
"3,5","22,12","3,76401362","0,05031909","0,7652"
"3,5","22,12","3,78471330","0,04619254","0,7652"
"3,5","22,12","3,80541298","0,04223364","0,7652"
"3,5","22,12","3,82611266","0,03859924","0,7652"
"3,5","22,12","3,84681234","0,03511628","0,7652"
"3,5","22,12","3,86751202","0,03186587","0,7652"
"3,5","22,12","3,88821171","0,02887507","0,7652"
"3,5","22,12","3,90891139","0,02595998","0,7652"
"3,5","22,12","3,92961107","0,02325041","0,7652"
"3,5","22,12","3,95031075","0,02058951","0,7652"
"3,5","22,12","3,97101043","0,01811790","0,7652"
"3,5","22,12","3,99171011","0,01597080","0,7652"
"3,5","22,12","4,01240979","0,01416441","0,7652"
"3,5","22,12","4,03310947","0,01243375","0,7652"
"3,5","22,12","4,05380915","0,01081666","0,7652"
"3,5","22,12","4,07450884","0,00919957","0,7652"
"3,5","22,12","4,09520852","0,00783126","0,7652"
"3,5","22,12","4,11590820","0,00694970","0,7652"
"3,5","22,12","4,13660788","0,00607355","0,7652"
"3,5","22,12","4,15730756","0,00519740","0,7652"
"3,5","22,12","4,17800724","0,00438615","0,7652"
"3,5","22,12","4,19870692","0,00357491","0,7652"
"3,5","22,12","4,21940660","0,00276366","0,7652"
"3,5","22,12","4,24010628","0,00204976","0,7652"
"3,5","22,12","4,26080597","0,00144402","0,7652"
"3,5","22,12","4,28150565","0,00093564","0,7652"
"3,5","22,12","4,30220533","0,00054624","0,7652"
"3,5","22,12","4,32290501","0,00015684","0,7652"
"3,5","22,12","4,34360469","0,00011898","0,7652"
"3,5","22,12","4,36430437","0,00008653","0,7652"
"3,5","22,12","4,38500405","0,00005408","0,7652"
"3,5","22,12","4,40570373","0,00002163","0,7652"
"4,5","13,94","1,37130963056970","0,00004602235371","0,3751"
"4,5","13,94","1,38377608175670","0,000164365549","0,3751"
"4,5","13,94","1,39624253294370","0,0003418803419","0,3751"
"4,5","13,94","1,40870898413070","0,000644312952","0,3751"
"4,5","13,94","1,42117543531769","0,001097961867","0,3751"
"4,5","13,94","1,43364188650469","0,001702827087","0,3751"
"4,5","13,94","1,44610833769169","0,002491781723","0,3751"
"4,5","13,94","1,45857478887869","0,003458251151","0,3751"
"4,5","13,94","1,47104124006568","0,004615384615","0,3751"
"4,5","13,94","1,48350769125268","0,005976331361","0,3751"
"4,5","13,94","1,49597414243968","0,007587113741","0,3751"
"4,5","13,94","1,50844059362667","0,009454306377","0,3751"
"4,5","13,94","1,52090704481367","0,01155161078","0,3751"
"4,5","13,94","1,53337349600067","0,01397107166","0,3751"
"4,5","13,94","1,54583994718767","0,01671268902","0,3751"
"4,5","13,94","1,55830639837466","0,01979618672","0,3751"
"4,5","13,94","1,57077284956166","0,02326101249","0,3751"
"4,5","13,94","1,58323930074866","0,02708086785","0,3751"
"4,5","13,94","1,59570575193566","0,03136094675","0,3751"
"4,5","13,94","1,60817220312265","0,0360486522","0,3751"
"4,5","13,94","1,62063865430965","0,04118343195","0,3751"
"4,5","13,94","1,63310510549665","0,04677843524","0,3751"
"4,5","13,94","1,64557155668365","0,05294543064","0,3751"
"4,5","13,94","1,65803800787064","0,05963182117","0,3751"
"4,5","13,94","1,67050445905764","0,06689677844","0,3751"
"4,5","13,94","1,68297091024464","0,07474687705","0,3751"
"4,5","13,94","1,69543736143163","0,08343195266","0,3751"
"4,5","13,94","1,70790381261863","0,09293885602","0,3751"
"4,5","13,94","1,72037026380563","0,1031492439","0,3751"
"4,5","13,94","1,73283671499263","0,1138658777","0,3751"
"4,5","13,94","1,74530316617962","0,1252136752","0,3751"
"4,5","13,94","1,75776961736662","0,1373307035","0,3751"
"4,5","13,94","1,77023606855362","0,1502235371","0,3751"
"4,5","13,94","1,78270251974062","0,1639973702","0,3751"
"4,5","13,94","1,79516897092761","0,1786127548","0,3751"
"4,5","13,94","1,80763542211461","0,1938921762","0,3751"
"4,5","13,94","1,82010187330161","0,2096844181","0,3751"
"4,5","13,94","1,83256832448860","0,2259894806","0,3751"
"4,5","13,94","1,84503477567560","0,2429980276","0,3751"
"4,5","13,94","1,85750122686260","0,2606114398","0,3751"
"4,5","13,94","1,86996767804960","0,278816568","0,3751"
"4,5","13,94","1,88243412923659","0,2978172255","0,3751"
"4,5","13,94","1,89490058042359","0,3174293228","0,3751"
"4,5","13,94","1,90736703161059","0,3375739645","0,3751"
"4,5","13,94","1,91983348279759","0,358382643","0,3751"
"4,5","13,94","1,93229993398458","0,380052597","0,3751"
"4,5","13,94","1,94476638517158","0,402399737","0,3751"
"4,5","13,94","1,95723283635858","0,4254832347","0,3751"
"4,5","13,94","1,96969928754557","0,4492767916","0,3751"
"4,5","13,94","1,98216573873257","0,4738330046","0,3751"
"4,5","13,94","1,99463218991957","0,4991584484","0,3751"
"4,5","13,94","2,00709864110657","0,5252794214","0,3751"
"4,5","13,94","2,01956509229356","0,5520578567","0,3751"
"4,5","13,94","2,03203154348056","0,5795857988","0,3751"
"4,5","13,94","2,04449799466756","0,6078040763","0,3751"
"4,5","13,94","2,05696444585456","0,6366074951","0,3751"
"4,5","13,94","2,06943089704155","0,6661604208","0,3751"
"4,5","13,94","2,08189734822855","0,6963247863","0,3751"
"4,5","13,94","2,09436379941555","0,7271926364","0,3751"
"4,5","13,94","2,10683025060255","0,7587047995","0,3751"
"4,5","13,94","2,11929670178954","0,7909204471","0,3751"
"4,5","13,94","2,13176315297654","0,8236686391","0,3751"
"4,5","13,94","2,14422960416354","0,857008547","0,3751"
"4,5","13,94","2,15669605535053","0,8908547009","0,3751"
"4,5","13,94","2,16916250653753","0,9252662722","0,3751"
"4,5","13,94","2,18162895772453","0,9597961867","0,3751"
"4,5","13,94","2,19409540891153","0,994418146","0,3751"
"4,5","13,94","2,20656186009852","1,029434583","0,3751"
"4,5","13,94","2,21902831128552","1,065299145","0,3751"
"4,5","13,94","2,23149476247252","1,101761999","0,3751"
"4,5","13,94","2,24396121365952","1,138671926","0,3751"
"4,5","13,94","2,25642766484651","1,175963182","0,3751"
"4,5","13,94","2,26889411603351","1,213537147","0,3751"
"4,5","13,94","2,28136056722051","1,251505588","0,3751"
"4,5","13,94","2,29382701840750","1,290236686","0,3751"
"4,5","13,94","2,30629346959450","1,330223537","0,3751"
"4,5","13,94","2,31875992078150","1,371341223","0,3751"
"4,5","13,94","2,33122637196850","1,413293886","0,3751"
"4,5","13,94","2,34369282315549","1,456140697","0,3751"
"4,5","13,94","2,35615927434249","1,499921105","0,3751"
"4,5","13,94","2,36862572552949","1,544280079","0,3751"
"4,5","13,94","2,38109217671649","1,589355687","0,3751"
"4,5","13,94","2,39355862790348","1,635345168","0,3751"
"4,5","13,94","2,40602507909048","1,681939513","0,3751"
"4,5","13,94","2,41849153027748","1,728507561","0,3751"
"4,5","13,94","2,43095798146448","1,775601578","0,3751"
"4,5","13,94","2,44342443265147","1,82321499","0,3751"
"4,5","13,94","2,45589088383847","1,871334648","0,3751"
"4,5","13,94","2,46835733502547","1,919704142","0,3751"
"4,5","13,94","2,48082378621246","1,968277449","0,3751"
"4,5","13,94","2,49329023739946","2,017140039","0,3751"
"4,5","13,94","2,50575668858646","2,06625904","0,3751"
"4,5","13,94","2,51822313977346","2,115496384","0,3751"
"4,5","13,94","2,53068959096045","2,164924392","0,3751"
"4,5","13,94","2,54315604214745","2,214681131","0,3751"
"4,5","13,94","2,55562249333445","2,264503616","0,3751"
"4,5","13,94","2,56808894452145","2,314411571","0,3751"
"4,5","13,94","2,58055539570844","2,364411571","0,3751"
"4,5","13,94","2,59302184689544","2,414457594","0,3751"
"4,5","13,94","2,60548829808244","2,464470743","0,3751"
"4,5","13,94","2,61795474926944","2,51452334","0,3751"
"4,5","13,94","2,63042120045643","2,564641683","0,3751"
"4,5","13,94","2,64288765164343","2,614773176","0,3751"
"4,5","13,94","2,65535410283043","2,664838922","0,3751"
"4,5","13,94","2,66782055401742","2,714937541","0,3751"
"4,5","13,94","2,68028700520442","2,765174227","0,3751"
"4,5","13,94","2,69275345639142","2,815332018","0,3751"
"4,5","13,94","2,70521990757842","2,865055884","0,3751"
"4,5","13,94","2,71768635876541","2,914490467","0,3751"
"4,5","13,94","2,73015280995241","2,963576594","0,3751"
"4,5","13,94","2,74261926113941","3,012399737","0,3751"
"4,5","13,94","2,75508571232641","3,060841552","0,3751"
"4,5","13,94","2,76755216351340","3,10877712","0,3751"
"4,5","13,94","2,78001861470040","3,156022354","0,3751"
"4,5","13,94","2,79248506588740","3,202044707","0,3751"
"4,5","13,94","2,80495151707439","3,247087442","0,3751"
"4,5","13,94","2,81741796826139","3,291229454","0,3751"
"4,5","13,94","2,82988441944839","3,33443787","0,3751"
"4,5","13,94","2,84235087063539","3,376607495","0,3751"
"4,5","13,94","2,85481732182238","3,4178238","0,3751"
"4,5","13,94","2,86728377300938","3,45808021","0,3751"
"4,5","13,94","2,87975022419638","3,49712689","0,3751"
"4,5","13,94","2,89221667538338","3,535154504","0,3751"
"4,5","13,94","2,90468312657037","3,572721893","0,3751"
"4,5","13,94","2,91714957775737","3,60964497","0,3751"
"4,5","13,94","2,92961602894437","3,645292571","0,3751"
"4,5","13,94","2,94208248013136","3,679664694","0,3751"
"4,5","13,94","2,95454893131836","3,712971729","0,3751"
"4,5","13,94","2,96701538250536","3,745239974","0,3751"
"4,5","13,94","2,97948183369236","3,776298488","0,3751"
"4,5","13,94","2,99194828487935","3,806239316","0,3751"
"4,5","13,94","3,00441473606635","3,83503616","0,3751"
"4,5","13,94","3,01688118725335","3,862623274","0,3751"
"4,5","13,94","3,02934763844035","3,888856016","0,3751"
"4,5","13,94","3,04181408962734","3,913793557","0,3751"
"4,5","13,94","3,05428054081434","3,937403024","0,3751"
"4,5","13,94","3,06674699200134","3,959585799","0,3751"
"4,5","13,94","3,07921344318834","3,980414201","0,3751"
"4,5","13,94","3,09167989437533","3,999848784","0,3751"
